max_acceleration,min_acceleration,speed_variance,heading_variance,average_speed,sample_count
1.0276,-1.9075,0.3401,0.8598,49.9149,25.0
2.2117,-1.1101,0.3179,0.7672,23.499,25.0
2.137,-2.1242,0.4032,0.3526,38.6209,23.0
1.1267,-0.6112,2.1547,1.0002,48.9123,16.0
0.9376,-1.7727,2.9277,1.3084,35.5386,21.0
1.0557,-2.1716,0.9907,1.3113,40.9353,17.0
0.7143,-2.2796,0.1481,0.7182,25.6703,22.0
1.4053,-1.9688,2.7881,0.1719,32.2589,17.0
1.3617,-1.8325,1.3799,0.5862,16.9654,21.0
1.3452,-1.912,1.2678,0.9114,36.1825,22.0
0.7184,-2.4003,0.8219,0.2111,19.6075,15.0
0.9775,-1.4357,0.8988,1.3298,42.9805,21.0
0.7026,-1.0322,2.6506,0.439,23.2282,18.0
1.076,-1.3074,2.2283,0.1867,35.1296,24.0
1.1106,-0.6867,0.792,0.5069,17.7782,17.0
1.4104,-0.5755,2.0315,0.6705,15.8331,19.0
0.8415,-0.9795,0.1282,0.5606,33.9532,15.0
0.995,-2.2812,2.4749,0.8725,54.6165,18.0
0.8346,-2.2068,0.3723,0.4917,44.4475,22.0
1.2016,-1.4086,2.0239,0.4176,33.35,20.0
1.1675,-1.4643,2.0254,1.3044,48.7479,22.0
1.8716,-1.0436,0.1601,1.469,49.2506,25.0
1.2144,-2.4382,1.775,1.0589,32.2288,18.0
0.8877,-0.5904,1.9523,1.4499,50.0858,25.0
2.3248,-0.5253,2.6407,0.3037,51.4131,20.0
1.2821,-1.6654,2.9824,0.4985,16.644,23.0
2.1683,-2.2541,2.4065,0.8717,46.701,20.0
2.4389,-1.5021,2.088,0.7262,21.0091,19.0
1.8286,-1.8927,0.936,1.2097,15.6237,15.0
2.1509,-2.2531,1.5163,0.0574,29.0902,15.0
3.6886,-3.6064,21.3495,12.5299,86.4746,23.0
0.672,-1.9587,2.9882,0.3353,38.409,16.0
0.5643,-0.6341,0.8213,1.0338,30.4496,21.0
0.6963,-1.9775,0.9759,0.5006,37.5563,25.0
2.1088,-2.2216,2.3262,0.4125,31.6525,18.0
0.6712,-1.3667,1.9221,0.8415,30.0386,21.0
1.5531,-1.1117,1.5611,1.0435,29.3024,20.0
1.341,-1.6795,0.1803,0.8604,53.2997,21.0
0.7812,-0.6863,2.3812,0.8915,29.9244,24.0
1.6311,-1.9133,2.2905,0.6194,31.1177,15.0
2.026,-1.464,2.5337,0.1728,25.807,25.0
1.6887,-0.8561,1.7398,1.0514,49.5726,16.0
1.8488,-1.0213,0.2538,0.3473,20.7661,22.0
2.2901,-1.2207,0.5488,0.9609,43.7657,15.0
1.7473,-2.0986,0.2947,0.2719,50.196,23.0
0.9086,-1.5525,2.5149,0.6935,17.2261,16.0
1.4674,-2.1319,0.7813,1.2792,25.4109,24.0
2.2186,-1.2657,1.3538,0.9725,22.3923,25.0
1.523,-1.1007,0.681,0.7467,26.578,16.0
1.4859,-1.1646,1.2344,1.0616,19.2934,21.0
0.7963,-1.9332,0.4484,0.6147,38.2215,15.0
2.2864,-1.2602,0.2236,1.3652,53.5119,22.0
1.4167,-2.4818,0.5591,0.7759,49.4409,18.0
1.9124,-1.7188,0.282,1.0011,29.0747,24.0
1.9304,-0.9266,0.9072,1.1558,27.1172,21.0
2.1787,-1.5325,2.8914,0.9285,22.215,23.0
1.5509,-2.2412,1.0398,1.435,28.9238,24.0
0.6351,-2.441,2.2253,0.386,41.6104,22.0
1.4528,-0.9802,2.9459,1.2224,44.3059,18.0
2.2615,-1.0437,1.2138,1.4613,51.895,15.0
0.7289,-0.8064,0.3114,1.1569,39.2613,15.0
1.1423,-1.1025,1.1951,1.4839,37.9512,18.0
1.4822,-1.1423,0.7539,1.1261,32.3625,23.0
0.8846,-1.3358,1.9244,1.0196,23.1416,17.0
1.2191,-1.6839,1.6851,0.1543,22.4122,25.0
0.8803,-2.0851,2.5,0.7762,29.2594,23.0
2.1032,-1.6222,1.9139,1.3173,37.7661,17.0
1.0965,-2.2641,0.7687,0.9222,28.2368,18.0
1.0798,-0.8437,1.2322,0.569,49.8977,17.0
0.6496,-1.3493,2.5743,1.4011,35.0019,21.0
1.5919,-0.7164,1.79,1.4085,54.3974,25.0
4.6902,-6.6956,13.6872,16.471,16.8395,23.0
1.1592,-0.9853,2.7457,0.1404,34.7422,24.0
1.9062,-0.9689,0.2026,1.4725,52.9963,24.0
2.3587,-0.725,1.4884,0.2377,43.9332,16.0
5.538,-4.7483,15.3358,9.5513,77.2358,18.0
3.2768,-4.1319,21.7932,13.0128,78.125,25.0
0.5362,-1.5357,1.2227,0.597,20.0095,21.0
0.7312,-2.264,1.8854,1.3601,29.0716,20.0
0.6158,-2.0359,1.807,0.3793,44.899,23.0
2.4819,-2.4702,2.1875,1.2283,18.0645,17.0
1.0652,-1.8717,1.847,1.3411,54.9236,17.0
1.4574,-2.2552,0.3227,0.4128,36.7458,22.0
2.1268,-0.7047,2.5904,0.6931,27.1088,20.0
1.0854,-1.1927,1.6278,0.4379,42.9109,23.0
1.1933,-1.6783,2.8566,0.755,18.1378,17.0
1.542,-1.8901,1.7036,0.228,43.9964,17.0
4.1755,-5.7986,20.9913,19.2957,6.8096,15.0
1.6765,-1.8992,2.8988,0.1366,49.183,21.0
2.2255,-1.7307,0.2288,0.3483,22.3771,21.0
1.8208,-2.4374,2.3127,1.409,51.4022,20.0
2.3149,-0.8795,1.8138,1.148,28.6378,24.0
1.3551,-1.0415,2.2327,0.1328,19.3684,21.0
2.3649,-1.9252,2.9736,0.8254,31.9534,24.0
1.0202,-0.5794,1.4553,1.4893,24.5291,15.0
1.8652,-1.9512,2.9965,1.1684,26.833,24.0
1.7311,-1.7766,2.0118,1.1845,47.4104,24.0
4.5345,-4.6961,22.212,17.7139,42.7237,15.0
1.4329,-0.5682,1.4926,1.2743,23.7137,15.0
0.6591,-0.7059,1.6992,1.4323,32.6176,19.0
1.0523,-0.7619,0.4689,0.964,20.8761,24.0
0.9653,-1.1908,0.6343,0.7847,32.6124,20.0
6.5868,-7.6959,20.1473,8.8858,26.8828,25.0
2.1988,-1.4191,0.2297,0.3903,19.3665,23.0
1.5221,-2.026,1.0448,0.5885,47.9077,21.0
1.353,-1.9338,0.1716,0.9301,29.4115,21.0
1.2494,-0.615,0.9528,0.0952,29.7321,19.0
2.3237,-2.4489,1.8662,1.2216,35.4318,23.0
1.9257,-0.6201,1.1986,0.8949,41.2824,17.0
2.4956,-2.3431,0.3242,1.4065,23.9832,23.0
1.7606,-1.0321,1.663,0.2258,50.1392,15.0
1.8184,-1.4593,1.0191,0.3328,38.0097,18.0
2.098,-0.5451,0.7696,0.5065,53.8959,18.0
2.4152,-1.6801,0.3311,0.8627,18.0578,20.0
1.7104,-1.6021,1.3147,0.8755,48.0714,17.0
0.9899,-0.6815,2.0549,1.0156,39.2218,19.0
0.7359,-1.683,1.5646,0.2652,34.768,18.0
2.2528,-2.469,0.4503,0.4319,37.1832,22.0
0.7528,-2.4318,1.3511,1.0506,54.5973,17.0
1.5586,-1.7238,1.3248,0.2348,42.8771,18.0
0.7381,-0.7051,2.7052,0.9076,39.6652,15.0
2.3414,-0.6002,2.741,0.9647,44.6279,21.0
1.4542,-2.2308,0.632,1.1606,51.6537,23.0
2.2912,-1.3129,1.1726,0.9916,30.175,22.0
1.9451,-1.9414,2.3417,0.3868,34.7317,15.0
2.2946,-1.3403,2.5478,0.6687,27.912,20.0
2.407,-2.4161,2.8407,1.3295,44.2394,21.0
1.6503,-1.269,0.3885,0.4629,19.742,19.0
0.9473,-2.1614,2.8237,0.4262,39.2468,16.0
1.8329,-2.218,0.6998,1.2662,45.1946,15.0
0.5795,-0.7187,1.66,0.3329,34.5346,15.0
1.0637,-0.6042,1.3369,0.695,20.0471,22.0
0.7192,-1.0874,2.5498,0.6944,32.2906,19.0
0.7736,-1.9431,2.0393,1.4542,47.1456,18.0
1.1542,-1.4859,0.9007,0.9644,35.5138,16.0
1.1296,-0.6505,1.3568,1.4019,46.7679,20.0
1.6163,-0.8247,1.9156,1.4263,40.0914,18.0
1.2524,-0.6137,2.0527,0.4347,21.0573,17.0
1.0652,-2.1029,2.64,1.4287,49.2863,18.0
3.3363,-5.2113,11.5453,7.6717,40.5435,19.0
1.7621,-2.0306,1.1112,0.8192,53.1734,19.0
2.2501,-1.164,1.5216,0.9635,38.9137,23.0
0.6931,-2.2753,2.6546,1.1447,26.4909,22.0
1.8248,-2.2684,1.4477,0.5124,19.5415,21.0
2.0474,-1.5325,2.4337,0.7593,31.4801,18.0
4.3396,-6.9245,22.4668,11.1351,52.7919,20.0
1.1352,-1.7172,1.3817,0.6281,51.4947,19.0
0.9379,-1.2275,0.2323,0.6991,23.8524,17.0
2.0591,-2.2794,2.9079,0.9356,20.1686,23.0
6.6111,-3.9879,9.5343,15.571,82.5394,23.0
0.5984,-2.0791,1.6529,1.4786,48.526,21.0
0.9587,-0.8974,2.7409,0.5307,23.6246,18.0
0.5721,-2.4599,2.827,0.1987,30.9175,22.0
4.4154,-7.8788,18.7364,15.3211,7.8711,16.0
1.2557,-1.6985,2.4731,1.3211,49.4793,16.0
1.9442,-0.9752,1.3046,0.0714,48.2101,24.0
0.6911,-1.3236,1.2343,1.2556,49.3721,20.0
1.987,-1.8957,1.4308,0.1945,53.7705,24.0
1.0825,-2.3139,2.904,0.8634,34.334,23.0
1.2648,-0.5137,2.2099,1.4296,45.508,16.0
1.6558,-2.4502,2.3365,0.6983,34.0723,16.0
1.1649,-0.8806,2.9299,0.1883,21.7702,22.0
0.6678,-1.6936,2.5304,0.8089,48.586,18.0
1.4868,-1.6763,2.2475,1.2598,16.4604,24.0
2.2429,-1.9637,0.7068,0.8655,34.5491,22.0
1.804,-1.8563,2.1557,0.7959,49.3461,16.0
1.3514,-2.345,0.4691,0.0698,35.7976,16.0
1.3752,-0.5562,0.2133,0.6651,21.8289,23.0
1.998,-1.4058,1.2583,0.4803,32.4192,19.0
2.2605,-1.9578,1.0349,1.3398,37.5524,17.0
1.5465,-2.0911,1.8806,1.086,35.7752,19.0
0.9212,-1.8396,2.2656,1.4945,52.1137,17.0
2.1588,-2.4804,1.3073,0.268,17.6819,15.0
0.8753,-1.1119,1.6594,0.53,17.4443,22.0
0.6335,-1.2273,2.6617,0.5502,15.5652,18.0
2.1415,-0.7638,1.795,0.4933,39.98,21.0
1.6222,-1.2168,0.6875,0.9093,19.1191,18.0
1.0259,-2.2954,2.411,0.9016,45.6422,20.0
2.2068,-1.2904,2.9033,1.119,39.6355,22.0
0.5053,-2.0363,0.7277,1.3978,39.5969,17.0
2.2492,-1.8533,2.6983,0.1257,35.4682,22.0
1.4434,-1.8949,2.304,0.3991,30.7299,21.0
1.21,-0.8227,1.0192,0.1634,39.2152,18.0
2.391,-0.8328,2.1629,1.2678,37.4194,22.0
1.0011,-2.2595,2.7093,0.9955,22.1205,20.0
2.0415,-1.808,1.3298,0.9446,50.0518,18.0
0.858,-1.0047,0.131,0.691,36.0401,15.0
1.1569,-0.6779,2.7558,0.7791,15.5198,19.0
4.3748,-5.6063,8.7466,15.4325,26.5082,25.0
1.6444,-2.4391,2.1823,0.7327,39.3019,22.0
1.4469,-0.7501,2.2767,1.2208,16.5277,15.0
1.9266,-1.0887,0.613,1.2839,18.313,16.0
1.775,-2.3753,0.3827,0.8389,54.3361,18.0
1.9749,-1.8347,2.0488,1.3545,50.9095,17.0
1.6737,-0.6114,1.5974,1.4138,31.1269,25.0
0.6299,-0.8499,1.5544,1.107,18.3587,22.0
6.0426,-4.5564,14.9573,14.5295,76.5805,15.0
1.6211,-2.2646,1.4521,1.2624,18.4438,22.0
2.336,-2.135,0.3506,0.5104,40.065,15.0
2.0775,-2.0649,1.1861,0.1678,43.9711,18.0
1.8618,-0.6147,2.6073,1.1337,44.5244,19.0
1.9118,-2.144,0.5072,0.5075,24.0384,18.0
0.8984,-0.5414,0.8521,0.6874,18.6965,20.0
1.1977,-1.2163,1.4041,0.965,48.2692,15.0
1.6704,-2.1886,1.7493,1.4909,32.3541,25.0
2.0925,-2.0851,2.129,0.7805,48.1943,19.0
2.0468,-1.9836,1.4563,0.0956,19.6119,25.0
1.4504,-1.5655,1.0367,0.8675,41.3322,15.0
0.7092,-1.7822,2.713,0.2802,34.0198,20.0
0.7004,-0.6737,0.9882,0.7269,22.4464,15.0
1.7332,-1.3129,2.114,1.1099,33.9429,18.0
1.2464,-1.8242,2.0678,0.4853,53.8306,18.0
2.3017,-1.4861,1.3209,1.1724,53.1593,21.0
0.8281,-2.1672,0.9717,0.9154,42.9053,23.0
2.4449,-0.9963,0.4767,0.5331,53.3965,16.0
2.0316,-0.897,1.4303,0.2897,15.0337,17.0
0.8441,-1.8849,0.6353,1.2938,32.462,18.0
1.6107,-0.9488,0.1143,0.281,18.9965,23.0
1.8976,-0.6743,2.0385,1.2555,43.249,16.0
1.1367,-0.6295,1.2597,0.5243,26.3278,25.0
1.3492,-1.7123,0.3078,0.758,44.6172,24.0
7.4279,-7.1092,11.9977,10.4342,47.6238,15.0
2.0034,-0.6708,1.9722,0.2502,22.5188,18.0
0.6857,-1.7319,0.6216,0.2686,27.4437,25.0
0.5697,-0.583,1.323,0.2871,42.2936,16.0
0.6653,-1.1279,0.3941,1.3006,47.142,15.0
0.7575,-1.4861,2.0903,0.0668,41.1527,25.0
2.0427,-1.8941,0.8501,0.9695,39.1454,22.0
2.062,-1.076,2.5481,1.4591,19.4669,17.0
1.5634,-1.7331,2.0567,0.2681,28.4846,24.0
1.5298,-1.271,2.6294,0.6806,33.5905,15.0
1.4792,-1.7658,2.6786,1.0453,25.0931,20.0
2.0337,-2.4529,0.875,0.4752,31.6824,22.0
1.772,-1.3084,1.136,0.1031,44.5472,18.0
1.57,-2.2479,0.5195,0.7655,50.7087,20.0
1.878,-2.0118,2.4942,1.2606,44.3075,23.0
0.5813,-1.8468,0.211,0.9336,43.9524,16.0
2.4605,-2.3425,2.7896,1.1364,31.9012,15.0
1.9935,-1.0568,2.2538,0.165,51.4939,16.0
1.6418,-0.5102,1.8852,0.8318,46.7489,15.0
1.4458,-0.9786,1.3671,1.133,46.1324,19.0
0.5915,-1.7027,0.6257,0.4631,15.202,18.0
5.0716,-7.3512,12.5399,13.9862,87.9513,20.0
0.9496,-1.082,0.7411,0.9365,44.1266,24.0
1.6758,-1.2305,1.0534,0.6141,52.1949,15.0
1.1393,-0.8547,0.5402,1.2888,34.959,23.0
1.846,-1.9886,0.1936,1.2858,53.7089,25.0
2.4699,-2.3338,2.2692,0.8179,27.1613,20.0
1.4348,-2.1882,1.7963,0.9552,37.5957,21.0
0.5468,-0.5533,1.7137,0.7616,24.3887,23.0
1.7142,-0.8007,0.3812,0.3665,54.6852,24.0
2.2298,-0.9663,2.9547,1.4694,37.0028,20.0
1.3364,-1.3015,1.0263,0.5766,19.2256,25.0
2.0235,-1.8644,1.6533,0.6187,49.3623,22.0
1.0726,-0.6509,0.5552,1.3163,31.0022,15.0
1.1681,-1.572,0.5996,1.3656,30.3341,25.0
1.3365,-2.1223,0.1842,0.3751,39.3882,23.0
1.6991,-1.0357,2.8419,0.5213,24.9976,24.0
1.8687,-0.5963,0.1659,0.9219,46.5952,21.0
2.2269,-0.7994,0.568,0.5851,49.986,17.0
1.9256,-2.1004,0.4847,0.144,16.2356,24.0
0.9901,-1.2935,2.9702,1.2053,53.9122,23.0
2.1074,-0.8242,2.629,1.3679,24.7945,16.0
3.1616,-4.6156,22.7401,19.933,78.2844,16.0
2.4151,-0.7333,1.6583,1.0879,39.2791,23.0
1.377,-0.8445,0.2734,1.2269,48.1323,15.0
1.9332,-1.4769,1.9839,0.6715,19.9623,17.0
2.0159,-1.3404,2.3957,1.0969,29.6586,25.0
2.3259,-0.9089,0.7092,0.1908,40.6814,16.0
1.9182,-0.995,2.2952,0.5465,42.5678,20.0
1.8991,-1.3635,1.8238,1.1539,20.921,19.0
7.4009,-5.1823,20.1347,9.5999,65.8461,24.0
1.4506,-1.6203,0.9552,1.1284,42.8033,17.0
2.2183,-1.9854,0.761,1.2838,38.3292,17.0
1.0188,-1.0577,2.2618,1.4944,31.2338,24.0
2.4448,-1.2123,1.8027,0.7766,35.9335,21.0
1.4705,-2.1618,1.6232,0.3043,50.8853,15.0
0.6295,-2.0503,0.6986,0.2676,39.3456,16.0
1.213,-1.5814,2.7468,1.3641,48.5991,23.0
1.9828,-1.7729,0.1952,0.9583,53.0811,23.0
1.6066,-1.4305,2.2496,1.3153,53.8175,15.0
1.5459,-2.0106,2.4121,0.3149,52.4533,18.0
1.9348,-2.1451,2.9402,0.4354,26.0991,18.0
2.3349,-0.6877,0.4844,0.489,23.3093,18.0
1.6625,-1.5715,1.6571,1.183,27.7543,25.0
1.4566,-1.6162,1.4805,0.1948,38.575,24.0
1.6387,-1.3366,2.5973,0.2117,50.4607,25.0
2.1115,-1.2712,1.4231,0.0507,45.1824,24.0
1.7623,-1.8427,1.5015,0.4614,40.8112,19.0
0.998,-1.9494,1.7277,0.4978,32.6018,17.0
1.1384,-0.5513,1.4645,0.2865,17.6224,21.0
0.6891,-0.7759,1.0931,1.0461,47.9023,18.0
2.0257,-2.0736,1.5552,0.514,36.216,16.0
2.3551,-2.0794,2.0485,0.5195,22.6762,21.0
2.2047,-1.2798,0.5557,1.4372,54.2462,25.0
1.3338,-1.0471,0.7633,0.4311,52.3732,19.0
1.1125,-1.0466,2.5048,0.5073,27.3207,24.0
1.3342,-0.9756,1.2718,1.4546,29.1445,17.0
2.0341,-2.461,2.1426,0.3525,43.6669,19.0
0.5474,-1.645,1.209,0.8592,44.5607,18.0
1.3802,-1.9521,0.3158,0.2826,43.914,24.0
2.4423,-2.408,2.0123,1.0473,51.3555,22.0
2.4739,-1.3278,0.272,0.1314,28.7077,23.0
2.3472,-2.2779,0.4894,1.1372,27.9818,21.0
2.2479,-1.3204,1.7649,0.8647,32.5304,20.0
2.0256,-1.9786,1.64,0.4726,15.8741,16.0
1.8985,-1.0219,2.8759,0.5738,45.9081,18.0
1.4367,-1.5784,1.0657,1.0326,43.1624,19.0
2.3654,-2.2195,1.9625,0.6696,47.2426,15.0
0.6206,-0.5207,1.1831,0.8703,54.8262,23.0
1.1541,-1.4224,0.9197,0.5339,17.6844,16.0
2.4485,-0.9388,1.6421,1.208,48.852,16.0
1.4369,-1.1997,0.6536,0.156,42.3581,19.0
2.2787,-0.5113,0.5414,0.5291,22.267,24.0
1.5554,-1.1148,2.4786,0.677,15.8593,24.0
1.7474,-1.7201,0.1248,0.5175,21.0198,18.0
2.0356,-1.4353,1.9955,0.3405,47.861,20.0
1.9298,-1.3463,0.6477,0.265,27.3393,16.0
6.0096,-3.7765,21.2509,13.1011,86.1462,20.0
2.3569,-1.1837,0.6849,0.2868,54.6401,18.0
0.9345,-1.7893,0.4982,1.3534,32.5856,21.0
7.3377,-3.7291,11.5459,5.7382,42.2765,18.0
1.261,-0.871,0.3693,0.3039,51.5313,23.0
2.0132,-2.2593,1.5184,0.927,44.9873,20.0
0.9207,-2.3184,1.57,0.7431,35.3494,22.0
4.9001,-5.8999,24.3467,6.501,35.6334,19.0
1.3683,-0.8044,0.972,1.4996,18.3781,25.0
2.2519,-2.4683,2.8963,1.108,50.8932,15.0
0.998,-1.3708,0.4711,0.2758,42.8028,15.0
2.1048,-0.7673,2.0168,0.589,31.5951,17.0
0.8493,-1.4628,0.539,1.2237,41.7467,20.0
0.7188,-2.1753,1.5429,0.4938,40.0125,19.0
0.557,-2.4483,0.1826,0.7322,44.398,17.0
0.593,-1.7459,1.8357,0.8115,21.3269,15.0
0.9454,-1.6602,0.2923,1.4547,33.5773,21.0
1.5735,-2.2312,1.8495,0.9734,27.4572,22.0
1.0137,-1.8542,1.666,1.4375,41.7373,16.0
1.9974,-0.7961,0.6692,0.368,20.1923,17.0
0.6644,-2.3104,1.2711,1.336,19.2091,18.0
1.9601,-1.8978,2.1603,0.7201,38.6314,23.0
2.2672,-0.9802,0.482,0.6619,41.4481,24.0
2.2015,-1.0041,2.4193,0.9662,46.7678,17.0
6.1732,-3.8231,12.0431,10.9515,5.9956,22.0
1.1878,-1.2426,2.4693,0.8869,33.0842,18.0
1.0256,-1.6203,2.2604,1.0004,35.5796,20.0
2.2851,-1.9894,2.4403,0.7567,36.956,25.0
2.2124,-0.9735,0.8623,1.1838,32.0606,15.0
0.7525,-2.0457,1.4266,0.2111,37.0186,19.0
1.1952,-1.5949,1.7046,1.4123,53.6517,23.0
2.1401,-0.7288,1.5816,0.2555,42.223,15.0
1.9892,-1.4489,2.3618,0.8662,36.2225,15.0
1.2253,-2.0392,2.8468,0.8198,29.9789,16.0
1.7698,-0.7821,0.7561,1.3994,43.6434,23.0
1.7193,-0.7834,0.9074,1.4406,52.956,19.0
1.5435,-1.6575,1.482,0.5168,43.8619,19.0
4.2566,-5.2212,13.2973,18.8458,57.115,16.0
1.3208,-2.2124,2.4851,1.1587,47.2795,18.0
0.8189,-1.662,1.8151,0.4104,29.0163,18.0
1.0524,-0.7147,0.4581,1.1225,52.7736,17.0
0.7848,-1.9491,1.0497,0.9733,35.8248,23.0
1.7571,-1.5578,2.0152,0.4833,19.9946,24.0
0.6408,-0.542,2.7405,0.545,25.8841,15.0
2.2822,-2.2743,1.4529,0.8982,50.0497,22.0
0.9493,-2.2939,2.9931,0.9248,38.9619,20.0
2.1999,-1.5109,2.1346,0.6771,17.2661,16.0
1.0604,-1.0519,0.9,0.4149,35.3129,21.0
1.0025,-1.7867,0.1375,1.084,34.422,24.0
1.6822,-1.1687,0.4015,1.1823,43.3412,23.0
1.6312,-1.2867,2.6241,1.018,16.684,16.0
2.0872,-0.5919,1.7693,0.2203,45.5612,20.0
1.9186,-1.2924,2.4643,1.0915,16.5946,25.0
2.2045,-1.3533,1.616,1.4133,47.5264,25.0
1.3636,-0.6838,0.7265,0.3121,40.2209,20.0
2.3413,-0.8962,2.2143,1.2817,25.1406,25.0
2.4472,-2.0026,1.3934,0.1193,33.3282,25.0
2.0873,-2.0812,2.3353,0.8436,27.8752,21.0
2.0619,-2.1559,1.5495,0.1789,29.0722,23.0
2.1725,-2.0449,2.5032,0.1969,43.8776,25.0
1.7436,-1.221,2.294,0.3431,49.239,22.0
2.1118,-0.7084,2.2888,1.441,27.9104,16.0
1.1211,-1.4878,1.9627,0.4795,37.3969,17.0
1.8913,-2.1028,0.3626,0.9171,50.0773,21.0
0.7915,-1.8197,1.126,0.2429,30.4096,19.0
2.4415,-1.8523,0.752,1.2479,24.8361,17.0
1.0476,-1.511,2.5164,1.4757,24.8141,18.0
2.1231,-2.2092,0.9607,1.4487,49.3013,22.0
1.3291,-1.3975,1.7474,0.6479,48.9162,24.0
1.6509,-0.6953,1.2226,0.4292,46.8719,20.0
1.0271,-1.7595,2.7102,1.4085,27.8062,20.0
1.8864,-1.8567,2.4996,1.0685,46.8223,24.0
2.462,-0.9316,1.5716,0.7398,27.5394,24.0
1.1967,-1.0957,2.9318,1.2406,23.9586,19.0
0.6064,-1.2624,1.5417,0.6825,53.1266,17.0
5.2423,-4.7486,23.2293,12.1494,65.0363,16.0
0.6308,-1.0623,1.7523,1.4237,44.1104,24.0
1.9084,-0.6145,2.96,0.362,33.0845,23.0
1.1093,-2.0349,2.4154,0.7865,31.2857,23.0
1.6737,-0.7745,2.9156,0.1268,45.1787,24.0
2.4547,-1.2723,1.6363,1.1091,44.3023,18.0
2.0475,-0.5208,2.5236,0.0928,52.153,16.0
0.6883,-1.6929,2.1327,1.0438,47.1966,21.0
0.777,-1.8134,0.378,0.565,43.2905,19.0
0.8691,-1.6971,0.7573,1.4792,40.3203,20.0
0.6881,-1.9845,2.65,0.1383,37.2851,25.0
0.837,-0.5728,1.6345,0.0568,30.3901,15.0
1.6362,-1.7503,0.3012,0.3,40.4593,22.0
0.9367,-1.8095,2.6291,1.3733,38.9887,24.0
1.3814,-0.8081,2.3388,0.7856,47.5745,22.0
3.1939,-5.3121,24.2865,19.1106,73.6124,19.0
0.7155,-1.1339,1.8113,0.2927,18.9889,18.0
2.4947,-0.66,2.8197,1.3965,36.9192,21.0
2.388,-1.1626,0.2898,0.407,20.6553,22.0
1.3086,-1.7834,2.7582,1.3856,47.4363,25.0
2.1781,-2.3024,1.6075,1.0121,27.8221,23.0
1.9044,-1.4567,2.2951,0.9826,26.3025,17.0
0.8961,-0.6115,1.3363,0.681,18.2956,15.0
1.143,-1.5318,1.2275,0.7715,46.4544,19.0
1.8978,-1.4449,0.2207,1.4228,27.2848,24.0
1.6425,-2.1533,1.0096,0.1195,16.1185,19.0
1.2035,-1.4245,2.4889,1.042,32.3522,23.0
0.8566,-1.7584,2.1276,1.3705,18.946,17.0
1.9248,-2.3541,0.6905,0.3498,40.6168,15.0
4.9074,-3.4984,9.9776,9.3566,81.8736,25.0
2.1626,-0.5312,2.9625,1.2485,29.8714,21.0
3.7083,-6.7691,19.3651,18.2292,40.9415,24.0
2.3042,-1.8805,2.8268,0.9973,51.5494,21.0
1.3318,-1.6727,0.9065,1.3566,47.669,22.0
0.5209,-1.115,0.2212,1.1623,20.1555,18.0
0.7288,-2.1822,2.3945,0.1464,36.4776,17.0
1.013,-1.1382,2.7988,0.6274,36.4504,19.0
1.023,-0.978,1.2452,1.3341,23.085,16.0
1.4959,-2.2458,2.9871,0.73,19.3738,18.0
4.9403,-7.582,19.7915,6.011,42.0556,20.0
0.7855,-1.306,0.2191,1.4037,45.6716,18.0
1.9498,-2.4125,0.1412,0.2714,49.3795,19.0
1.2002,-2.0987,1.968,0.6174,21.1239,19.0
0.9505,-1.2456,1.0741,1.0957,16.0124,22.0
0.9916,-1.4429,1.7149,0.2579,53.5671,15.0
0.6303,-1.4639,0.1506,1.0947,43.9632,20.0
0.787,-2.2924,0.7776,0.6028,37.5085,21.0
0.7393,-2.051,1.922,0.8673,17.957,25.0
1.4529,-1.357,1.2196,1.0441,30.4707,18.0
1.7252,-1.8097,2.9651,0.7097,51.7771,17.0
2.2589,-2.0523,0.9319,1.1099,53.5216,21.0
2.2639,-1.7638,0.1607,1.2179,20.7594,22.0
2.2596,-0.7966,2.9637,0.2313,40.06,18.0
1.3423,-1.6645,2.227,0.6936,30.5377,20.0
1.8307,-2.2338,1.6368,0.4067,43.5036,24.0
2.2472,-1.1813,1.8947,1.3555,36.9282,21.0
1.1138,-1.7143,1.4637,0.8371,33.0928,24.0
0.8988,-1.8246,2.6808,1.0065,52.4849,21.0
1.386,-1.1121,1.2193,1.0171,25.9328,25.0
0.8117,-1.6962,2.3674,0.3368,31.4516,22.0
1.9769,-0.9748,1.5114,0.935,45.5357,23.0
2.2518,-1.1476,2.3822,0.1743,15.3467,15.0
0.6799,-0.6369,1.1344,1.1282,53.3183,19.0
1.2259,-0.6815,1.792,1.251,34.0035,17.0
0.703,-1.3762,2.7124,0.2704,31.6074,23.0
1.3194,-1.3767,1.9232,1.0648,26.2494,18.0
1.8277,-2.2067,1.3902,1.1457,20.4239,21.0
1.4538,-0.9657,1.7999,1.4823,29.4954,22.0
0.8637,-0.712,2.9139,1.4226,37.6713,20.0
2.273,-2.3622,0.4913,0.4852,30.7446,17.0
2.3701,-0.5792,0.6717,0.9696,26.694,16.0
2.4671,-1.5105,1.9034,0.906,54.6681,20.0
0.884,-1.9395,1.6093,1.3781,34.5844,17.0
0.9776,-1.8867,1.4019,0.6778,16.6182,25.0
0.6605,-1.3975,0.4789,1.4685,39.9668,24.0
4.9034,-3.4773,14.4603,5.5397,62.1118,21.0
2.1063,-0.7927,2.3739,0.6404,28.6851,20.0
1.6048,-1.5223,0.8734,1.3744,51.751,16.0
2.3267,-0.777,2.6979,0.0834,20.141,16.0
0.8542,-2.3701,1.7585,0.3936,18.4955,16.0
